uid|body|link|title|newspaper_uid|host|n_tokenize_title|n_tokenize_body
7de057023eab59e0a7a2ff3327d7ff1d|El interprete, criado en Londres y Zimbabue y con escasa experiencia actoral, se ha convertido en la revelación de la temporada gracias a la serie de Netflix|https://elpais.com/gente/2021-01-20/rege-jean-page-duque-de-los-bridgerton-y-aspirante-a-james-bond.html|Regé-Jean Page, duque de ‘Los Bridgerton’ y aspirante a James Bond|elpais|elpais.com|6|13
647d79ff4b1f92f50488c8adcba858ae|El mandatario critica a Twitter y propone crear una red propia. Algunas voces de Morena apuntan a una posible regulación con las elecciones como horizonte|https://elpais.com/mexico/2021-01-22/lopez-obrador-pone-a-las-redes-sociales-en-la-mira.html|López Obrador pone a las redes sociales en la mira |elpais|elpais.com|6|14
53a33d094bad2db9bb8cbb2530bf119d|El ataque, que causó al menos 32 muertos y más de un centenar de heridos, es el primero del grupo terrorista en la capital iraquí desde 2017|https://elpais.com/internacional/2021-01-21/al-menos-20-muertos-en-un-atentado-en-un-mercado-en-el-centro-de-bagdad.html|El ISIS se atribuye el doble atentado suicida en un mercado de Bagdad|elpais|elpais.com|7|11
3e6a78f3e6169ecad83d29a983c8eb42| Salieron de ‘OT’ con tres años de diferencia, pero con similar imagen de mujeres fuertes y con carácter, un encasillamiento que no siempre jugó a su favor. Ahora se han juntado para cantar ‘Rompecabezas’, una balada que tiene tanto de tirita contra el desamor como de discurso sobre la fortaleza femenina|https://elpais.com/icon/cultura/2021-01-18/hubo-un-ano-en-que-intente-ser-simpatica-y-me-salio-un-eccema-la-revancha-de-chenoa-y-soraya-contra-los-que-las-tacharon-de-altivas.html|La revancha de Chenoa y Soraya contra los que las tacharon de altivas: “Hubo un año en que intenté ser simpática y me salió un eccema”  |elpais|elpais.com|11|24
c7a6d0f5b9270ada0c9ca23c030b9dab|Un equipo del CSIC anuncia una eficacia del 100% en sus primeros ensayos en animales, retrasados por una multitud de obstáculos|https://elpais.com/ciencia/2021-01-21/exito-en-22-ratones-la-odisea-de-la-vacuna-espanola-mas-adelantada.html|Éxito en 22 ratones: la odisea de la vacuna española más adelantada|elpais|elpais.com|6|10
10d579051fab2b218f5a969bc8b24804|La reactivación del multilateralismo es muy buena para América Latina pero para que sea una realidad nuestros países deben dejar de mirarse al ombligo |https://elpais.com/opinion/2021-01-22/la-agenda-latinoamericana-y-biden.html|La agenda latinoamericana y Biden|elpais|elpais.com|3|11
a9a9d1a05c04d3ddf10c44c2e73603f8|El responsable de Comercio se muestra optimista sobre la recuperación de la alianza estratégica con EE UU|https://elpais.com/economia/2021-01-20/valdis-dombrovskis-vicepresidente-de-la-comision-el-plan-espanol-necesita-mas-trabajo.html|Valdis Dombrovskis, vicepresidente de la Comisión Europea: “El plan español necesita más trabajo”|elpais|elpais.com|9|9
daeb7b24d339d2b1b0625d96a75bd2b3|Avanzamos ‘La conciencia de amarla’, uno de los ocho relatos incluidos en ‘El remitente misterioso’, compendio que reúne textos del escritor francés nunca traducidos al castellano y que se publica este jueves en España. El relato es una particular versión de ‘El cuervo’ de Edgard Alan Poe|https://elpais.com/babelia/2021-01-18/un-cuento-inedito-de-proust.html|Un cuento inédito de Proust|elpais|elpais.com|3|26
19d80de8c52b2d2c4086529b43bd11ed|El presidente presenta en su segundo día en la Casa Blanca su plan para que el Gobierno federal asuma más peso en la gestión de la pandemia, y ordena una cuarentena para viajeros de otros países|https://elpais.com/internacional/elecciones-usa/2021-01-21/biden-pone-en-marcha-su-ambiciosa-ofensiva-contra-la-covid.html|Biden pone en marcha su ambiciosa ofensiva contra la covid|elpais|elpais.com|6|17
9ec58e4e9e1134522baa270bcaa6b8c4|‘Imperdonable’, corto grabado en una prisión de El Salvador, muestra una cara desconocida de las maras|https://elpais.com/cultura/2021-01-17/el-amor-imposible-de-dos-pandilleros-gays.html|El amor imposible de dos pandilleros gais|elpais|elpais.com|5|9
3639a4ee5c68ed80f2bf6d0b7a23de95|La periodista y actriz, de 39 años, responde a través de las redes sociales a quienes critican sus acciones y las del presidente Alberto Fernández|https://elpais.com/gente/2021-01-21/fabiola-yanez-la-combativa-primera-dama-argentina.html|Fabiola Yáñez, la combativa primera dama argentina|elpais|elpais.com|6|12
58db874e470ba81d9706154784d5d84e|Macron recibe del historiador Benjamin Stora un informe para afrontar las heridas en el presente de la guerra y la colonización|https://elpais.com/internacional/2021-01-20/francia-promueve-una-reconciliacion-de-las-memorias-con-argelia-pero-no-pedira-perdon.html|Francia promueve una “reconciliación de las memorias” con Argelia, pero no pedirá perdón|elpais|elpais.com|7|11
0880d52c040fb625078eac38622a45d0|El país registra cifras inéditas desde el inicio de la pandemia: 1.803 fallecimientos y 22.339 contagios de la covid-19 en las últimas 24 horas |https://elpais.com/mexico/2021-01-22/mexico-alcanza-nuevos-records-diarios-de-muertes-y-casos-de-coronavirus.html|México alcanza nuevos récords diarios de muertes y casos de coronavirus |elpais|elpais.com|8|10
97462121eebcc8c9af4eba70497223b0|La colombiana se lleva el galardón en su 24ª edición por ‘Los abismos’, una novela sobre la relación entre varias generaciones de mujeres y los efectos de la violencia más íntima|https://elpais.com/cultura/2021-01-21/pilar-quintana-gana-el-premio-alfaguara-de-novela.html|Pilar Quintana gana el Premio Alfaguara de novela|elpais|elpais.com|6|13
8873a8b5e745a13eec0f33d1106b00ff|Los investigadores siguen encontrándole beneficios, pero no corras a la farmacia...|https://elpais.com/buenavida/salud/2021-01-21/las-dos-caras-de-la-aspirina-el-farmaco-que-ha-pasado-de-bajar-la-fiebre-a-prevenir-el-cancer-en-los-estudios.html|Las dos caras de la aspirina, el fármaco que ha pasado de bajar la fiebre a prevenir el cáncer en los estudios|elpais|elpais.com|10|6
5ca476edf8494418971d2e999cc64992|La política cambia su apartamento de Washington por esta mansión situada a cuatro kilómetros de la residencia presidencial y que mantiene la huella de cada uno de los vicepresidentes anteriores|https://elpais.com/gente/2021-01-20/la-pequena-casa-blanca-que-albergara-a-kamala-harris-la-primera-mujer-vicepresidenta-de-ee-uu.html|La ‘pequeña Casa Blanca’ que albergará a Kamala Harris, la primera mujer vicepresidenta de EE UU|elpais|elpais.com|11|15
1a9a2b653b2777d645cb13ddf7e6be18|Brasil apuesta por las imágenes y la creatividad para concientizar a los adolescentes sobre las relaciones abusivas y sus posibles consecuencias|https://elpais.com/economia/2021-01-14/docentes-aliados-clave-para-acabar-con-la-violencia-contra-las-mujeres.html|Docentes: aliados clave para acabar con la violencia contra las mujeres|elpais|elpais.com|6|10
906c9abcd955daffdf4b2d4a52dbeaba|La enmienda constitucional que se votó este jueves cerraría cualquier vía para legalizar la interrupción del embarazo|https://elpais.com/sociedad/2021-01-22/el-parlamento-de-honduras-aprueba-un-proyecto-de-ley-que-prohibe-el-aborto.html|El Congreso de Honduras aprueba un proyecto de ley que prohíbe el aborto|elpais|elpais.com|7|10
086dc31ce428e4ea719b81d3c309cba1|Sara Stridsberg novela la sórdida vida de la mujer que tiroteó al artista en 1968 y escribió el radical  ‘Manifiesto SCUM’ contra los hombres|https://elpais.com/cultura/2021-01-20/valerie-solanas-de-criminal-a-musa.html|Valerie Solanas, algo más que la mujer que disparó a Warhol|elpais|elpais.com|5|13
73b552a427b595d64ab6af7f88b27fa2|Las tachaduras son la reiteración del poder: alguien controla qué se dice, qué no se dice. El destruir deliberadamente para ocultar, el ocultar para dejar claro dónde está el poder|https://elpais.com/mexico/opinion/2021-01-21/expedientes-de-cienfuegos-no-lea.html|Expedientes de Cienfuegos, no lea|elpais|elpais.com|3|15
f9890dfaaea2507b20358d9285b9ec95|El precio es de cinco dólares al mes, con una oferta del primero por un  dólar. A los lectores ya suscritos se les aplicará el descuento del 55%|https://elpais.com/internacional/2020-10-23/el-pais-lanza-una-suscripcion-especial-para-sus-lectores-en-america-latina.html|EL PAÍS lanza una suscripción especial para sus lectores en América Latina  |elpais|elpais.com|7|11
172d6e5218699cdc09a5479df403c10e|La comunidad saharaui en España observa a distancia lo que acontece en su país tras el reciente cese del alto al fuego con Marruecos, después de más de cuatro décadas esperando un cambio y con miles de familiares refugiados en el desierto de Tindouf  |https://elpais.com/planeta-futuro/2021-01-20/vivir-el-sahara-desde-la-diaspora.html|Un conflicto estancado: vivir el Sáhara desde la diáspora|elpais|elpais.com|5|23
d841b700121fa1ab0664e11d3abe9088|El asesor médico jefe de la Administración Biden reconoce que vivió episodios incómodos durante el Gobierno de Trump  |https://elpais.com/internacional/elecciones-usa/2021-01-22/fauci-regresa-a-la-sala-de-prensa-de-la-casa-blanca-es-un-sentimiento-liberador-hablar-de-ciencia.html|Fauci regresa a la sala de prensa de la Casa Blanca: es un “sentimiento liberador” hablar de ciencia|elpais|elpais.com|10|11
